brand,model,model_year,mileage,fuel_type,transmission,exterior_color,interior_col,accident,clean_title,price,engine_size_L,car_age,miles_per_year
Ford,Mustang EcoBoost Premium,2017,41650,Gasoline,Automatic,Blue,Black,None reported,Yes,23600,2.3,8,5206.25
BMW,X5 PHEV xDrive45e,2022,31850,Plug-In Hybrid,Unknown,White,Black,None reported,Yes,60500,3.0,3,10616.666666666666
Hyundai,Sonata Hybrid Limited,2013,96419,Hybrid,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,14999,2.4,12,8034.916666666667
Honda,Odyssey EX-L,2007,170000,Gasoline,Automatic,Black,Beige,None reported,Yes,7700,3.5,18,9444.444444444445
Chevrolet,Colorado LT Crew Cab,2009,139000,Gasoline,Automatic,Black,Black,None reported,Yes,14500,5.3,16,8687.5
Buick,Enclave Premium,2016,134655,Gasoline,Automatic,Ebony Twilight Metallic,Ebony,None reported,Yes,18051,3.6,9,14961.666666666666
BMW,M235 i,2015,81000,Gasoline,Manual,White,Red,None reported,Yes,27890,3.0,10,8100.0
McLaren,720S Performance,2020,9989,Gasoline,Automatic,Black,Black,None reported,Yes,324995,4.0,5,1997.8
Kia,Telluride SX,2022,46347,Gasoline,Automatic,Glacial White Pearl,Black,None reported,No,46120,3.8,3,15449.0
Chevrolet,Corvette Base,2007,4048,Gasoline,Manual,Yellow,Gray,None reported,Yes,38000,6.0,18,224.88888888888889
Mercedes-Benz,S-Class S 63 AMG,2015,79876,Gasoline,Automatic,Black,White,None reported,Yes,45750,5.5,10,7987.6
Toyota,Mirai Limited,2021,44000,Gasoline,Automatic,Gray,Black,None reported,Yes,18500,Unknown,4,11000.0
Alfa,Romeo Giulia Ti,2017,56910,Gasoline,Unknown,Blue,Black,Unknown,No,23000,2.0,8,7113.75
Land,Rover Range Rover Sport HSE,2019,65019,Gasoline,Automatic,Black,Beige,None reported,Yes,40500,3.0,6,10836.5
Nissan,370Z Touring,2009,133409,Gasoline,Manual,Silver,Gray,At least 1 accident or damage reported,Yes,14999,3.7,16,8338.0625
BMW,330 i xDrive,2018,74381,Gasoline,Automatic,White,Brown,At least 1 accident or damage reported,Yes,22995,2.0,7,10625.857142857143
Porsche,Macan,2023,2925,Gasoline,Automatic,Carrara White Metallic,Black,None reported,Yes,73300,2.0,2,1462.5
BMW,128 i,2013,67874,Gasoline,Automatic,Gray,Black,None reported,Yes,18000,3.0,12,5656.166666666667
Mercedes-Benz,AMG GLE 63 S Coupe 4MATIC,2018,71500,Gasoline,Automatic,White,White,None reported,Yes,61000,5.5,7,10214.285714285714
Jeep,Wrangler Sport,2014,71000,Gasoline,Automatic,Gray,Black,None reported,Yes,22000,3.6,11,6454.545454545455
Ford,F-150 Raptor,2018,64517,Gasoline,Automatic,Black,Black,None reported,Yes,47995,3.5,7,9216.714285714286
Dodge,Sprinter 2500 High Roof,2004,55000,Diesel,Automatic,White,Gray,None reported,Yes,24000,2.7,21,2619.0476190476193
BMW,M550 i xDrive,2019,7580,Gasoline,Unknown,Black,Black,None reported,Yes,51500,4.4,6,1263.3333333333333
Hyundai,Sonata GLS,2010,135000,Gasoline,Unknown,Blue,Gray,None reported,Yes,3999,2.4,15,9000.0
Honda,Accord EX-L,2019,62200,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,21500,1.5,6,10366.666666666666
Cadillac,CTS 3.6L Premium,2014,69001,Gasoline,Automatic,Red,Black,None reported,Yes,19500,3.6,11,6272.818181818182
Toyota,4Runner Venture Special Edition,2021,28567,Gasoline,Automatic,–,Black/Graphite,None reported,No,44775,4,4,7141.75
Jaguar,XJ8 L,2006,78049,Gasoline,Automatic,White,Beige,None reported,Yes,13980,4.2,19,4107.8421052631575
Ford,F-150 Lariat,2021,36821,Gasoline,Automatic,Agate Black Metallic,Black,Unknown,No,49273,3.5,4,9205.25
Chevrolet,Suburban High Country,2021,23292,Gasoline,Automatic,Brown,Black,None reported,Yes,73500,6.2,4,5823.0
Chevrolet,Suburban 1500 LTZ,2010,162671,E85 Flex Fuel,Automatic,Black,Black,None reported,Yes,12000,5.3,15,10844.733333333334
Land,Rover LR2 HSE,2010,100472,Gasoline,Automatic,Gray,Beige,None reported,Yes,9975,3.2,15,6698.133333333333
Subaru,WRX Limited,2017,73120,Gasoline,CVT,White,Black,At least 1 accident or damage reported,Yes,19950,2.0,8,9140.0
Ford,Expedition Timberline,2022,23300,Gasoline,Automatic,Green,Green,None reported,Yes,67500,3.5,3,7766.666666666667
Honda,Clarity Plug-In Hybrid Base,2018,71000,Plug-In Hybrid,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,17500,1.5,7,10142.857142857143
RAM,3500 Laramie,2022,16648,Diesel,Automatic,Flame Red Clearcoat,Black,None reported,No,70999,6.7,3,5549.333333333333
Chevrolet,Silverado 2500 LT,2011,240000,Diesel,Automatic,White,Black,None reported,Yes,18500,6.6,14,17142.85714285714
Lexus,RX 450h Base,2013,119755,Hybrid,Unknown,Silver,Black,None reported,Yes,19500,3.5,12,9979.583333333334
Mercedes-Benz,M-Class ML 350 4MATIC,2015,88000,E85 Flex Fuel,Automatic,Silver,Gray,None reported,Yes,19500,3.5,10,8800.0
BMW,X5 xDrive40i,2021,41000,Hybrid,Automatic,White,Black,None reported,Yes,50000,3.0,4,10250.0
Chevrolet,Camaro 2SS,2022,7458,Gasoline,Manual,Red,Black,None reported,Yes,47500,6.2,3,2486.0
Jeep,Gladiator Sport S,2022,23000,Gasoline,Automatic,Green,Black,None reported,Yes,43000,3.6,3,7666.666666666667
Land,Rover Discovery LSE,1998,149437,Gasoline,Automatic,Green,Beige,None reported,Yes,9995,4.0,27,5534.7037037037035
Ford,F-250 XLT,2017,244000,Diesel,Automatic,Red,Beige,None reported,Yes,35500,6.7,8,30500.0
RAM,1500 Rebel,2019,46000,Hybrid,Automatic,White,Unknown,None reported,Yes,37900,3.6,6,7666.666666666667
Audi,Q5 S line Premium Plus,2022,13133,Hybrid,Automatic,Silver,Black,None reported,No,42998,2.0,3,4377.666666666667
RAM,1500 SLT,2017,45000,Gasoline,Automatic,Black,Gray,None reported,Yes,29999,5.7,8,5625.0
Mazda,CX-30 Premium Package,2021,18385,Gasoline,Automatic,Soul Red Crystal Metallic,White / Brown,None reported,Yes,29255,2.5,4,4596.25
BMW,840 Gran Coupe i xDrive,2020,25793,Gasoline,Automatic,Black Sapphire Metallic,Black,None reported,No,52999,3.0,5,5158.6
Porsche,Boxster S,2005,44400,Gasoline,Manual,Silver,Black,None reported,Yes,29800,3.2,20,2220.0
Chevrolet,Malibu Limited LT,2016,104000,Gasoline,Automatic,Silver,Gray,None reported,Yes,10500,2.5,9,11555.555555555555
Cadillac,Escalade Premium Luxury,2023,600,Gasoline,Automatic,Black,Black,None reported,Yes,103000,6.2,2,300.0
MINI,Cooper S Base,2007,45000,Gasoline,Manual,Yellow,Black,None reported,Yes,7900,1.6,18,2500.0
Jeep,Gladiator Mojave,2022,24500,Gasoline,Automatic,Blue,Black,None reported,Yes,64000,3.6,3,8166.666666666667
Buick,Encore GX Essence,2020,35569,Gasoline,Automatic,Satin Steel Metallic,Ebony,None reported,No,21999,1.3,5,7113.8
Toyota,Highlander XLE,2020,35000,Gasoline,Automatic,Silver,Black,None reported,Yes,36999,3.5,5,7000.0
Acura,MDX Touring,2003,165000,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,4000,3.5,22,7500.0
Land,Rover Range Rover Sport SE MHEV,2021,15000,Hybrid,Automatic,Black,Black,None reported,Yes,69000,3.0,4,3750.0
BMW,535 i xDrive,2014,119750,Gasoline,Automatic,White,Beige,None reported,Yes,15499,3.0,11,10886.363636363636
Nissan,350Z Touring,2007,90000,Gasoline,Manual,White,Green,At least 1 accident or damage reported,Yes,12000,3.5,18,5000.0
Ford,Transit Connect XLT,2015,112000,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,14500,2.5,10,11200.0
Mercedes-Benz,SL-Class SL550 Roadster,2008,150000,Gasoline,Automatic,Black,Beige,None reported,Yes,16800,5.5,17,8823.529411764706
Porsche,911 Turbo S,2021,1912,Gasoline,Automatic,Silver,Black,None reported,Yes,240000,3.8,4,478.0
Hyundai,Sonata Sport 2.0T,2015,82900,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,13995,2.0,10,8290.0
Audi,TT 1.8T,2004,79500,Gasoline,Automatic,Silver,Black,None reported,Yes,12000,1.8,21,3785.714285714286
Volvo,XC90 T6 Inscription,2019,60000,Gasoline,Automatic,White,Black,None reported,Yes,37000,2.0,6,10000.0
RAM,1500 Big Horn,2021,41800,Diesel,Automatic,White,Black,None reported,Yes,44900,3.0,4,10450.0
Chevrolet,Tahoe LT,2021,71536,Gasoline,Automatic,Black,Jet Black,None reported,Yes,49685,5.3,4,17884.0
Ford,Explorer XLT,2014,127558,Gasoline,Automatic,Green,Charcoal Black,None reported,Yes,13715,3.5,11,11596.181818181818
Ford,Mustang Mach-E Premium,2023,13232,Gasoline,Automatic,Gray,Black,None reported,Yes,45000,Unknown,2,6616.0
Chevrolet,Camaro 1SS,2017,39000,Gasoline,Automatic,Yellow,Black,None reported,Yes,31500,6.2,8,4875.0
Ford,Bronco Big Bend Advanced,2023,11500,Gasoline,Automatic,Gray,Black,None reported,Yes,54490,2.7,2,5750.0
Chrysler,Pacifica Launch Edition,2020,22200,Gasoline,Automatic,Black,Black,None reported,Yes,36800,3.6,5,4440.0
Tesla,Model Y Long Range,2023,7414,Gasoline,Automatic,Black,White,None reported,Yes,56515,Unknown,2,3707.0
Lamborghini,Huracan LP580-2,2017,14586,Gasoline,Automatic,Blue Caelum,Nero Ade,None reported,No,209991,5.2,8,1823.25
RAM,1500 Rebel,2021,32000,Hybrid,Automatic,White,Black,None reported,Yes,50927,5.7,4,8000.0
Toyota,86 Base,2020,14700,Gasoline,Automatic,White,Black,None reported,Yes,27350,2.0,5,2940.0
BMW,X5 xDrive50i,2016,79995,Gasoline,Unknown,Black,Black,None reported,Yes,23995,4.4,9,8888.333333333334
GMC,Yukon Denali,2018,76000,Gasoline,Automatic,Black,Black,None reported,Yes,44500,6.2,7,10857.142857142857
Honda,Accord EX-L,2014,62000,Gasoline,CVT,Gray,Black,At least 1 accident or damage reported,Yes,18987,2.4,11,5636.363636363636
Maserati,Ghibli S Q4,2017,53500,Gasoline,Automatic,Gray,Black,None reported,Yes,28700,3.0,8,6687.5
Hyundai,Kona EV SEL,2022,9400,Gasoline,Automatic,Red,Black,None reported,Yes,31999,Unknown,3,3133.3333333333335
BMW,435 i,2014,86500,Gasoline,Automatic,Silver,Black,None reported,Yes,20900,3.0,11,7863.636363636364
Mercedes-Benz,GL-Class GL 450,2011,148000,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,9900,4.7,14,10571.42857142857
GMC,Sierra 1500 SLE,2014,100080,E85 Flex Fuel,Automatic,White,Gray,None reported,Yes,22989,4.3,11,9098.181818181818
Dodge,Challenger SRT Demon,2018,2620,Gasoline,Automatic,Black,Black,Unknown,No,155700,6.2,7,374.2857142857143
BMW,X5 PHEV xDrive45e,2023,3099,Plug-In Hybrid,Automatic,Black,Black,None reported,Yes,74995,3.0,2,1549.5
Dodge,Durango R/T,2020,78000,Gasoline,Automatic,Black,Red,At least 1 accident or damage reported,Yes,29500,5.7,5,15600.0
Ferrari,488 Spider Base,2019,9005,Gasoline,Automatic,White,Unknown,None reported,No,319900,3.9,6,1500.8333333333333
Ford,Bronco Sport Big Bend,2022,16700,Gasoline,Automatic,Blue,Black,None reported,Yes,31000,1.5,3,5566.666666666667
Honda,Civic LX,2015,51300,Gasoline,Manual,Black,Black,None reported,Yes,17500,1.8,10,5130.0
Ford,Shelby GT350 Base,2018,8237,Gasoline,Manual,Gray,Black,None reported,Yes,62900,5.2,7,1176.7142857142858
Volkswagen,Jetta S,2010,99000,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,6000,2.5,15,6600.0
Mazda,CX-5 Grand Touring,2021,62377,Gasoline,Automatic,Jet Black Mica,Black,None reported,Yes,26288,2.5,4,15594.25
Jeep,Wrangler Rubicon,2009,130000,Gasoline,Manual,Black,Gray,None reported,Yes,15500,3.8,16,8125.0
Ford,F-250 XLT,2016,94300,E85 Flex Fuel,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,28999,6.2,9,10477.777777777777
Tesla,Model Y Performance,2022,24115,Gasoline,Automatic,Gray,White,None reported,Yes,46500,Unknown,3,8038.333333333333
BMW,528 i,2016,82000,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,16995,2.0,9,9111.111111111111
Kia,Rio S,2021,67686,Gasoline,Automatic,Silver,Black,None reported,Yes,15700,1.6,4,16921.5
Tesla,Model S 85,2014,96800,Gasoline,Automatic,Blue,Black,None reported,Yes,28450,Unknown,11,8800.0
Jeep,Wrangler Sport,1997,131000,Gasoline,Manual,Green,Gray,At least 1 accident or damage reported,Yes,5500,4.0,28,4678.571428571428
Tesla,Model 3 Standard Range,2020,23097,Gasoline,Automatic,Black,Black,None reported,Yes,29900,Unknown,5,4619.4
Ferrari,GTC4Lusso T,2018,31000,Gasoline,Automatic,White,Red,None reported,Yes,197499,3.9,7,4428.571428571428
BMW,X5 M50i,2021,28898,Gasoline,Automatic,Black,Orange,None reported,Yes,71000,4.4,4,7224.5
Mazda,MX-5 Miata RF Club,2022,7250,Gasoline,Manual,Gray,Black,None reported,Yes,35619,2.0,3,2416.6666666666665
Ford,F-250 XLT,2014,59459,Diesel,Automatic,Black,Silver,At least 1 accident or damage reported,Yes,40999,6.7,11,5405.363636363636
Jeep,Wrangler Sahara,2012,78000,Gasoline,Automatic,Beige,Black,At least 1 accident or damage reported,Yes,22000,3.6,13,6000.0
RAM,1500 Laramie,2021,24213,Gasoline,Automatic,White,Black,None reported,Yes,46500,5.7,4,6053.25
RAM,1500 Laramie,2020,21165,Gasoline,Automatic,Bright White Clearcoat,Black,None reported,No,46105,5.7,5,4233.0
GMC,Yukon Denali,2016,107750,Gasoline,Automatic,Black,Black,None reported,Yes,35500,6.2,9,11972.222222222223
Ford,F-150 Lariat,2016,117000,Gasoline,Automatic,White,Black,None reported,Yes,26500,3.5,9,13000.0
Chevrolet,Corvette Base,2006,39132,Gasoline,Unknown,Red,Beige,None reported,Yes,35000,6.0,19,2059.5789473684213
BMW,Z4 2.5i,2004,94500,Gasoline,Manual,Gray,Black,None reported,Yes,9000,2.5,21,4500.0
Subaru,Crosstrek 2.0i Premium,2017,50011,Gasoline,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,21495,2.0,8,6251.375
Lexus,GX 470 Base,2004,215000,Gasoline,Automatic,White,Beige,At least 1 accident or damage reported,Yes,7350,4.7,21,10238.095238095239
RAM,1500 Laramie,2022,16616,Gasoline,Automatic,Diamond Black,Black,None reported,No,45999,5.7,3,5538.666666666667
Ford,F-150 XLT,2022,33818,Gasoline,Automatic,Agate Black Metallic,Black,None reported,Yes,46552,5.0,3,11272.666666666666
Jeep,Wagoneer Series III,2022,9099,Gasoline,Automatic,Velvet Red Pearlcoat,Global Black,None reported,Yes,68362,5.7,3,3033.0
Volkswagen,GTI Base,2008,95798,Gasoline,Manual,White,Black,None reported,Yes,9850,2.0,17,5635.176470588235
Mercedes-Benz,AMG GLE AMG GLE 63 S-Model 4MATIC,2016,35943,Gasoline,Automatic,Black,White,None reported,Yes,51700,5.5,9,3993.6666666666665
Mazda,Mazda6 iSport VE,2008,106000,Gasoline,Automatic,Black,Beige,None reported,Yes,4300,2.3,17,6235.294117647059
Kia,Telluride EX X-Line,2023,10400,Gasoline,Automatic,Green,Green,None reported,Yes,48000,3.8,2,5200.0
Chevrolet,Tahoe LT,2022,2894,Gasoline,Automatic,Blue,Beige,None reported,Yes,63900,5.3,3,964.6666666666666
Dodge,Durango GT,2022,15592,Gasoline,Automatic,DB Black Clearcoat,Black,None reported,Yes,39985,3.6,3,5197.333333333333
Mercedes-Benz,AMG C 63 Base,2020,33548,Gasoline,Automatic,Silver,Black,None reported,Yes,57999,4.0,5,6709.6
BMW,320 i xDrive,2016,185000,Gasoline,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,7500,2.0,9,20555.555555555555
Porsche,Macan GTS,2023,6483,Gasoline,Automatic,Chalk,Black,None reported,No,96900,2.9,2,3241.5
Honda,Pilot EX-L,2020,28886,Gasoline,Automatic,Gray,Gray,Unknown,No,35645,3.5,5,5777.2
Mercedes-Benz,GLE 350 Base,2020,26293,Gasoline,Automatic,designo Diamond White Bright,Macchiato/Magmagrey,None reported,No,49998,2.0,5,5258.6
Chevrolet,Camaro 2SS,2017,62000,Gasoline,Unknown,Blue,Black,None reported,Yes,34500,6.2,8,7750.0
Jaguar,XF 35t Prestige,2017,101453,Gasoline,Automatic,White,Beige,At least 1 accident or damage reported,Yes,18500,3.0,8,12681.625
RAM,3500 Laramie,2013,106385,Diesel,Automatic,White,Black,At least 1 accident or damage reported,Yes,42900,6.7,12,8865.416666666666
BMW,335 is,2012,86629,Gasoline,Automatic,White,Red,None reported,Yes,20995,3.0,13,6663.7692307692305
Audi,S6 4.0T Premium Plus,2018,61258,Gasoline,Automatic,White,Black,None reported,Yes,49999,4.0,7,8751.142857142857
Chrysler,300 S,2014,121500,Gasoline,Automatic,Blue,Black,None reported,Yes,15999,5.7,11,11045.454545454546
GMC,Sierra 1500 AT4,2022,100,Diesel,Automatic,White,Black,None reported,Yes,62499,3.0,3,33.333333333333336
Chrysler,200 C,2015,170000,E85 Flex Fuel,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,5995,3.6,10,17000.0
Ford,F-150 XLT SuperCab,2010,232000,Gasoline,Automatic,Blue,Gray,None reported,Yes,3000,4.6,15,15466.666666666666
MINI,Cooper S Base,2006,95000,Gasoline,Manual,Gray,Unknown,None reported,Yes,12500,1.6,19,5000.0
Toyota,Venza XLE,2013,103466,Gasoline,Automatic,White,Gray,At least 1 accident or damage reported,Yes,14200,3.5,12,8622.166666666666
Toyota,Camry Hybrid Base,2011,133121,Hybrid,Automatic,White,White,At least 1 accident or damage reported,Yes,7900,2.4,14,9508.642857142857
Chevrolet,Tahoe LT,2012,162731,E85 Flex Fuel,Automatic,Brown,Gray,None reported,Yes,14500,5.3,13,12517.76923076923
Mercedes-Benz,CLS-Class CLS 63 AMG S-Model 4MATIC,2014,64500,Gasoline,Automatic,Silver,Black,Unknown,No,37500,5.5,11,5863.636363636364
Ford,Shelby GT500 Base,2021,568,Gasoline,Automatic,Orange,Black,None reported,Yes,90788,5.2,4,142.0
Lexus,RX 300 4WD,1999,249083,Gasoline,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,3500,3.0,26,9580.115384615385
Porsche,Macan S,2015,80300,Gasoline,Automatic,Gray,Beige,None reported,Yes,23999,3.0,10,8030.0
Ford,F-150 XLT SuperCab,2004,187000,Gasoline,Automatic,Beige,Beige,None reported,Yes,6299,5.4,21,8904.761904761905
Subaru,Outback 2.5 i Special Edition,2009,181870,Gasoline,Automatic,Black,Black,None reported,Yes,6500,2.5,16,11366.875
GMC,Sierra 2500 AT4,2022,22600,Diesel,Automatic,Ebony Twilight Metallic,Jet Black,Unknown,No,76740,6.6,3,7533.333333333333
BMW,X5 xDrive40i,2020,37000,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,50000,3.0,5,7400.0
Porsche,Taycan Base,2022,9728,Gasoline,Automatic,White,Beige,None reported,Yes,89000,Unknown,3,3242.6666666666665
Lexus,GX 470 Base,2006,152000,Gasoline,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes,13995,4.7,19,8000.0
Ford,F-150 Heritage XL SuperCab Flareside,2004,60260,Gasoline,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes,30500,5.4,21,2869.5238095238096
Mazda,MazdaSpeed Miata MX-5 Base,2004,33362,Gasoline,Manual,Silver,Black,At least 1 accident or damage reported,Yes,17599,1.8,21,1588.6666666666667
GMC,Acadia Denali,2021,47907,Gasoline,Automatic,Ebony Twilight Metallic,Jet Black,None reported,Yes,38436,3.6,4,11976.75
Mercedes-Benz,Metris Base,2016,17340,Gasoline,Automatic,White,Black,None reported,Yes,29000,2.0,9,1926.6666666666667
Cadillac,DeVille Base,1994,85000,Gasoline,Automatic,White,Blue,None reported,Yes,7900,Unknown,31,2741.935483870968
Ford,Expedition EL XLT,2011,195500,E85 Flex Fuel,Automatic,White,Beige,None reported,Yes,8999,5.4,14,13964.285714285714
Chevrolet,Monte Carlo SS,2000,74000,Gasoline,Automatic,Red,Unknown,None reported,Yes,4700,3.8,25,2960.0
RAM,1500 Big Horn,2015,140500,Gasoline,Automatic,Red,Gray,At least 1 accident or damage reported,Yes,14000,5.7,10,14050.0
Jeep,Commander Base,2006,212500,Gasoline,Automatic,Black,Gray,None reported,Yes,6500,3.7,19,11184.21052631579
Lexus,IS-F Base,2010,77400,Gasoline,Automatic,White,Red,At least 1 accident or damage reported,Yes,34500,5.0,15,5160.0
Ford,Utility Police Interceptor Base,2017,118000,Gasoline,Automatic,Black,Black,None reported,Yes,15000,3.5,8,14750.0
Porsche,Carrera GT Base,2005,4400,Gasoline,Manual,Gray,Black,None reported,Yes,1599000,5.7,20,220.0
Cadillac,Escalade ESV Luxury,2016,146200,Gasoline,Automatic,White,Beige,None reported,Yes,24500,6.2,9,16244.444444444445
Tesla,Model Y Performance,2020,39000,Gasoline,Automatic,Silver,Black,None reported,Yes,43000,Unknown,5,7800.0
Chevrolet,Avalanche 1500 LS,2005,130000,E85 Flex Fuel,Automatic,Red,Gray,None reported,Yes,7200,5.3,20,6500.0
Ford,F-150 Lariat,2021,33080,Gasoline,Automatic,White,Black,None reported,Yes,47850,2.7,4,8270.0
Mercedes-Benz,GLB 250 Base 4MATIC,2023,1219,Gasoline,Automatic,Midnight Black,Classic Red,None reported,No,46479,2.0,2,609.5
Jeep,Wrangler Sport,2016,41000,Gasoline,Automatic,White,Black,None reported,Yes,25000,3.6,9,4555.555555555556
Nissan,350Z Touring,2004,110897,Gasoline,Manual,Black,Orange,At least 1 accident or damage reported,Yes,11500,3.5,21,5280.809523809524
Chevrolet,Corvette Z06,2016,49000,Gasoline,Manual,Orange,Unknown,None reported,Yes,75000,6.2,9,5444.444444444444
Pontiac,Solstice GXP,2007,47000,Gasoline,Manual,Black,Black,None reported,Yes,13300,2.0,18,2611.1111111111113
Hyundai,Sonata SE,2018,57690,Gasoline,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,15900,2.4,7,8241.42857142857
Mercedes-Benz,SLS AMG Base,2012,17941,Gasoline,Automatic,Iridium Silver Metallic,Red,None reported,Yes,226000,6.2,13,1380.076923076923
Lincoln,Navigator Reserve,2018,54000,Gasoline,Automatic,Brown,Orange,At least 1 accident or damage reported,Yes,46500,3.5,7,7714.285714285715
Nissan,Maxima SL,2007,101600,Gasoline,Automatic,Silver,Black,None reported,Yes,6700,3.5,18,5644.444444444444
Ford,Ranger XLT,2021,89000,Gasoline,Automatic,Black,Black,None reported,Yes,34000,2.3,4,22250.0
Tesla,Model 3 Long Range,2021,18000,Gasoline,Automatic,Black,Black,None reported,Yes,42500,Unknown,4,4500.0
Jaguar,XE 35t Premium,2017,55000,Gasoline,Automatic,Gray,Black,None reported,Yes,25000,3.0,8,6875.0
Lincoln,MKZ Reserve,2017,71964,Gasoline,Automatic,Blue,Black,None reported,Yes,18750,2.0,8,8995.5
Cadillac,Escalade ESV Platinum,2020,92000,Gasoline,Automatic,Black,Black,None reported,Yes,50000,6.2,5,18400.0
Ford,Fusion SE,2012,160000,E85 Flex Fuel,Automatic,Gray,Black,None reported,Yes,4500,3.0,13,12307.692307692309
Mercedes-Benz,E-Class E 350,2012,95816,Gasoline,Automatic,White,Beige,None reported,Yes,12000,3.5,13,7370.461538461538
Jeep,Wrangler Unlimited Sport,2014,132600,Gasoline,Automatic,White,Unknown,At least 1 accident or damage reported,Yes,17000,3.6,11,12054.545454545454
Cadillac,DeVille Base,1994,47000,Gasoline,Automatic,White,Blue,None reported,Yes,5990,Unknown,31,1516.1290322580646
Jeep,Wrangler Sport,2010,149460,Gasoline,Automatic,Black,Black,None reported,Yes,10700,3.8,15,9964.0
Jeep,Wrangler Sport,2011,109646,Gasoline,Automatic,Mango Tango Pearlcoat,Black,None reported,No,16998,3.8,14,7831.857142857143
Acura,MDX 3.5L w/Technology Package,2019,90605,Gasoline,Automatic,White,Parchment,None reported,No,27698,3.5,6,15100.833333333334
Volkswagen,Jetta 1.4T S,2019,59000,Gasoline,Automatic,Gray,Black,None reported,Yes,17000,1.4,6,9833.333333333334
Chevrolet,Camaro Z28,2002,48000,Gasoline,Automatic,White,Black,None reported,Yes,21999,5.7,23,2086.9565217391305
Chevrolet,Corvette Z06,2016,41500,Gasoline,Manual,White,Black,None reported,Yes,66000,6.2,9,4611.111111111111
Porsche,Cayman R,2012,54000,Gasoline,Automatic,Black,Gray,None reported,Yes,75000,3.4,13,4153.846153846154
Porsche,Cayenne Base,2018,70455,Gasoline,Automatic,White,Black,None reported,Yes,45855,3.6,7,10065.0
Subaru,Crosstrek 2.0i Limited,2018,84054,Gasoline,CVT,Gray,Black,None reported,Yes,21499,2.0,7,12007.714285714286
BMW,750 Li,2007,114528,Gasoline,Automatic,Black,Black,None reported,Yes,9000,4.8,18,6362.666666666667
Jeep,Wrangler Sahara,2013,111850,Gasoline,Automatic,Red,Black,At least 1 accident or damage reported,Yes,26500,3.6,12,9320.833333333334
GMC,Sierra 2500 AT4,2020,52673,Diesel,Automatic,Black,Beige,None reported,Yes,69500,6.6,5,10534.6
BMW,X3 M AWD,2021,31500,Gasoline,Automatic,Black,Black,None reported,Yes,54500,3.0,4,7875.0
BMW,335 i,2011,73000,Gasoline,Unknown,Red,Beige,None reported,Yes,16000,3.0,14,5214.285714285715
Jeep,Wrangler Unlimited Sahara,2019,59692,Gasoline,Automatic,Gray,Black,None reported,Yes,35900,3.6,6,9948.666666666666
Toyota,Corolla S Plus,2016,68364,Gasoline,Unknown,White,Black,None reported,Yes,16000,1.8,9,7596.0
Land,Rover Discovery HSE LUXURY,2017,47200,Gasoline,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,29000,3.0,8,5900.0
Mercedes-Benz,E-Class E 450 4MATIC,2021,18000,Hybrid,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,62000,3.0,4,4500.0
Ford,Fusion Hybrid Base,2012,158366,Hybrid,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,8250,2.5,13,12182.0
BMW,X1 xDrive 28i,2017,49700,Gasoline,Automatic,Blue,Black,None reported,Yes,26000,2.0,8,6212.5
GMC,Terrain SLE,2010,81500,Gasoline,Automatic,Brown,Gray,None reported,Yes,12250,2.4,15,5433.333333333333
BMW,i3 120Ah w/Range Extender,2019,16975,Gasoline,Automatic,Black,Black,None reported,Yes,26990,0.65,6,2829.1666666666665
Porsche,911 GT3,2018,5989,Gasoline,Manual,GT SILVER,BLACK,None reported,No,209000,4,7,855.5714285714286
Ford,Mustang SVT Cobra,2003,16100,Gasoline,Manual,Red,Beige,None reported,Yes,35500,4.6,22,731.8181818181819
Land,Rover Range Rover Supercharged LWB,2020,54225,Gasoline,Automatic,White,White,None reported,Yes,67500,5.0,5,10845.0
RAM,2500 Big Horn,2016,89500,Gasoline,Automatic,Black,Gray,None reported,Yes,35000,6.4,9,9944.444444444445
Ford,E250 Cargo,2013,87501,E85 Flex Fuel,Automatic,White,Gray,At least 1 accident or damage reported,Yes,17777,4.6,12,7291.75
MINI,Countryman Cooper S ALL4,2018,12370,Gasoline,Automatic,Blue,Black,None reported,Yes,28900,2.0,7,1767.142857142857
